"time","J1_w","J2_w","J3_w","J4_w"
0,10,0,0,0
0.003,-0.03,0.03,0,0
0.003,-0.03,0.03,0,0
0.006,-0.02858837530022228,0.03141162469977771,0,0
0.006,-0.02858837530022228,0.03141162469977771,0,0
0.009000000000000001,-0.02577765558143642,0.03422234441856358,0,0
0.012,-0.02159278899084797,0.03840721100915202,0,0
0.015,-0.01607092070057781,0.04392907929942219,0,0
0.018,-0.009261063204484596,0.0507389367955154,0,0
0.021,-0.00122366127979965,0.05877633872020035,0,0
0.024,0.007969944524994999,0.067969944524995,0,0
0.027,0.01823815111392532,0.07823815111392532,0,0
0.03,0.02948981715838221,0.08948981715838221,0,0
0.033,0.04162507207400644,0.1016250720740064,0,0
0.036,0.0545362024790656,0.1145362024790656,0,0
0.039,0.06810860826605589,0.1281086082660559,0,0
0.042,0.08222181980036927,0.1422218198003693,0,0
0.045,0.09675056721729872,0.1567505672172987,0,0
0.048,0.1115658923262258,0.1715658923262258,0,0
0.051,0.1265362932526499,0.1865362932526499,0,0
0.054,0.1415288916581358,0.2015288916581358,0,0
0.057,0.156410612177853,0.216410612177853,0,0
0.06,0.1710493636069342,0.2310493636069342,0,0
0.063,0.1853152113513615,0.2453152113513615,0,0
0.066,0.1990815307366213,0.2590815307366213,0,0
0.06900000000000001,0.2122261309372792,0.2722261309372792,0,0
0.07200000000000001,0.2246323395513977,0.2846323395513977,0,0
0.075,0.2361900381930345,0.2961900381930345,0,0
0.078,0.2467966399108327,0.3067966399108327,0,0
0.081,0.256357999757063,0.316357999757063,0,0
0.08400000000000001,0.264789250424845,0.324789250424845,0,0
0.08700000000000001,0.2720155555363707,0.3320155555363707,0,0
0.09,0.2779727738958924,0.3379727738958924,0,0
0.093,0.2826080288115166,0.3426080288115166,0,0
0.096,0.2858801774324647,0.3458801774324647,0,0
0.099,0.2877601759359293,0.3477601759359293,0,0
0.102,0.2882313373221012,0.3482313373221012,0,0
0.105,0.2872894795291615,0.3472894795291615,0,0
0.108,0.2849429625535581,0.3449429625535581,0,0
0.111,0.2812126142460852,0.3412126142460852,0,0
0.114,0.2761315454424059,0.3361315454424059,0,0
0.117,0.2697448560689298,0.3297448560689298,0,0
0.12,0.2621092348326742,0.3221092348326742,0,0
0.123,0.2532924560482872,0.3132924560482871,0,0
0.126,0.2433727780684324,0.3033727780684324,0,0
0.129,0.2324382486571112,0.2924382486571112,0,0
0.132,0.2205859234714758,0.2805859234714758,0,0
0.135,0.2079210045889456,0.2679210045889456,0,0
0.138,0.1945559067261201,0.2545559067261201,0,0
0.141,0.1806092594377963,0.2406092594377963,0,0
0.144,0.1662048541526421,0.2262048541526421,0,0
0.147,0.1514705453917119,0.2114705453917119,0,0
0.15,0.1365371159226657,0.1965371159226657,0,0
0.153,0.1215371159226657,0.1815371159226657,0,0
0.156,0.1066036864536195,0.1666036864536194,0,0
0.159,0.0918693776926891,0.1518693776926891,0,0
0.162,0.07746497240753494,0.1374649724075349,0,0
0.165,0.06351832511921116,0.1235183251192112,0,0
0.168,0.05015322725638563,0.1101532272563856,0,0
0.171,0.03748830837385539,0.09748830837385539,0,0
0.174,0.02563598318822002,0.08563598318822002,0,0
0.177,0.01470145377689894,0.07470145377689894,0,0
0.18,0.004781775797044141,0.06478177579704414,0,0
0.183,-0.004035002987342967,0.05596499701265703,0,0
0.186,-0.01167062422359855,0.04832937577640144,0,0
0.189,-0.01805731359707465,0.04194268640292535,0,0
0.192,-0.02313838240075403,0.03686161759924597,0,0
0.195,-0.02686873070822685,0.03313126929177315,0,0
0.198,-0.02921524768383032,0.03078475231616968,0,0
0.201,-0.03015710547677002,0.02984289452322998,0,0
0.204,-0.02968594409059808,0.03031405590940191,0,0
0.207,-0.02780594558713352,0.03219405441286648,0,0
0.21,-0.02453379696618541,0.03546620303381459,0,0
0.213,-0.01989854205056119,0.04010145794943881,0,0
0.216,-0.01394132369103949,0.04605867630896051,0,0
0.219,-0.00671501857951376,0.05328498142048624,0,0
0.222,0.001716232088268203,0.0617162320882682,0,0
0.225,0.01127759193449857,0.07127759193449856,0,0
0.228,0.02188419365229678,0.08188419365229678,0,0
0.231,0.03344189229393363,0.09344189229393363,0,0
0.234,0.04584810090805207,0.1058481009080521,0,0
0.237,0.05899270110871004,0.11899270110871,0,0
0.24,0.07275902049396965,0.1327590204939696,0,0
0.243,0.08702486823839697,0.147024868238397,0,0
0.246,0.1016636196674782,0.1616636196674782,0,0
0.249,0.1165453401871954,0.1765453401871954,0,0
0.252,0.1315379385926814,0.1915379385926814,0,0
0.255,0.1465083395191055,0.2065083395191055,0,0
0.258,0.1613236646280325,0.2213236646280325,0,0
0.261,0.175852412044962,0.235852412044962,0,0
0.264,0.1899656235792754,0.2499656235792754,0,0
0.267,0.2035380293662657,0.2635380293662657,0,0
0.27,0.2164491597713248,0.2764491597713248,0,0
0.273,0.2285844146869491,0.2885844146869491,0,0
0.276,0.2398360807314059,0.2998360807314059,0,0
0.279,0.2501042873203363,0.3101042873203363,0,0
0.282,0.259297893125131,0.319297893125131,0,0
0.285,0.2673352950498159,0.3273352950498159,0,0
0.288,0.2741451525459091,0.3341451525459091,0,0
0.291,0.2796670208361792,0.3396670208361792,0,0
0.294,0.2838518874267676,0.3438518874267676,0,0
0.297,0.2866626071455535,0.3466626071455535,0,0
0.3,0.2880742318453313,0.3480742318453313,0,0
