"time","y","z"
0,20,0
0.02,0,-0.196133
0.02,0,-0.196133
0.04,-0.00392266,-0.392266
0.04,-0.00392266,0.2941995
0.06,-0.01176798,-0.5883989999999999
0.06,-0.01176798,-0.5883989999999999
0.08,-0.02353596,-0.5883989999999999
0.1,-0.03530394000000001,-0.5883989999999999
0.12,-0.04707192,-0.5883989999999999
0.14,-0.0588399,-0.5883989999999999
0.16,-0.07060788,-0.5883989999999999
0.18,-0.08237586,-0.5883989999999999
0.2,-0.09414384000000001,-0.5883989999999999
0.22,-0.10591182,-0.5883989999999999
0.24,-0.1176798,-0.5883989999999999
0.26,-0.12944778,-0.5883989999999999
0.28,-0.14121576,-0.5883989999999999
0.3,-0.15298374,-0.5883989999999999
0.32,-0.16475172,-0.5883989999999999
0.34,-0.1765197,-0.5883989999999999
0.36,-0.18828768,-0.5883989999999999
0.38,-0.20005566,-0.5883989999999999
0.4,-0.21182364,-0.5883989999999999
0.42,-0.22359162,-0.5883989999999999
0.44,-0.2353596,-0.5883989999999999
0.46,-0.24712758,-0.5883989999999999
0.48,-0.25889556,-0.5883989999999999
0.5,-0.27066354,-0.5883989999999999
0.52,-0.28243152,-0.5883989999999999
0.54,-0.2941995000000001,-0.5883989999999999
0.5600000000000001,-0.3059674800000001,-0.5883989999999999
0.58,-0.31773546,-0.5883989999999999
0.6,-0.32950344,-0.5883989999999999
0.62,-0.34127142,-0.5883989999999999
0.64,-0.3530394000000001,-0.5883989999999999
0.66,-0.3648073800000001,-0.5883989999999999
0.68,-0.3765753600000001,-0.5883989999999999
0.7000000000000001,-0.3883433400000001,-0.5883989999999999
0.72,-0.40011132,-0.5883989999999999
0.74,-0.4118793000000001,-0.5883989999999999
0.76,-0.4236472800000001,-0.5883989999999999
0.78,-0.4354152600000001,-0.5883989999999999
0.8,-0.4471832400000001,-0.5883989999999999
0.8200000000000001,-0.4589512200000001,-0.5883989999999999
0.84,-0.4707192000000001,-0.5883989999999999
0.86,-0.4824871800000001,-0.5883989999999999
